,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,"front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker4","front right triangle:Marker4","front right triangle:Marker4","front right triangle:Marker4",front right triangle:Marker1,front right triangle:Marker1,front right triangle:Marker1,front right triangle:Marker2,front right triangle:Marker2,front right triangle:Marker2,front right triangle:Marker3,front right triangle:Marker3,front right triangle:Marker3,front right triangle:Marker4,front right triangle:Marker4,front right triangle:Marker4
,,"64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
296,0.822222,-0.005778,0.007511,0.007482,-0.999927,0.330206,0.168639,-0.149537,0.000000,0.319947,0.166973,-0.137163,0.929682,0.250300,0.178907,-0.271447,0.912101,0.415198,0.160176,-0.158615,0.890994,0.335380,0.168499,-0.030923,0.954755,0.319947,0.166973,-0.137163,0.250300,0.178907,-0.271447,0.415198,0.160176,-0.158615,0.335380,0.168499,-0.030923
297,0.825000,-0.004853,0.007952,0.007853,-0.999926,0.330117,0.168609,-0.149521,0.000000,0.319845,0.166974,-0.137153,0.929682,0.250323,0.178713,-0.271519,0.912101,0.415110,0.160065,-0.158509,0.890994,0.335188,0.168685,-0.030902,0.954755,0.319845,0.166974,-0.137153,0.250323,0.178713,-0.271519,0.415110,0.160065,-0.158509,0.335188,0.168685,-0.030902
298,0.827778,-0.004760,0.007360,0.006183,-0.999942,0.330136,0.169125,-0.149603,0.000000,0.319884,0.167458,-0.137223,0.952523,0.250166,0.178937,-0.271509,0.942512,0.415147,0.160863,-0.158689,0.969973,0.335346,0.169242,-0.030990,0.982809,0.319884,0.167458,-0.137223,0.250166,0.178937,-0.271509,0.415147,0.160863,-0.158689,0.335346,0.169242,-0.030990
299,0.830556,-0.005635,0.007080,0.007760,-0.999929,0.330242,0.168669,-0.149520,0.000000,0.319992,0.167012,-0.137137,0.979863,0.250235,0.178948,-0.271363,0.970881,0.415221,0.160157,-0.158669,0.986607,0.335518,0.168559,-0.030910,0.965332,0.319992,0.167012,-0.137137,0.250235,0.178948,-0.271363,0.415221,0.160157,-0.158669,0.335518,0.168559,-0.030910
300,0.833333,-0.005660,0.006833,0.010357,-0.999907,0.330243,0.168585,-0.149543,0.000000,0.319991,0.166980,-0.137155,0.979863,0.250227,0.179291,-0.271344,0.970881,0.415172,0.159632,-0.158737,0.986607,0.335581,0.168436,-0.030936,0.965332,0.319991,0.166980,-0.137155,0.250227,0.179291,-0.271344,0.415172,0.159632,-0.158737,0.335581,0.168436,-0.030936
301,0.836111,-0.005272,0.007730,0.007488,-0.999928,0.330125,0.168722,-0.149534,0.000000,0.319861,0.167069,-0.137163,0.921094,0.250271,0.178868,-0.271489,0.899589,0.415121,0.160248,-0.158566,0.881082,0.335248,0.168702,-0.030917,0.955808,0.319861,0.167069,-0.137163,0.250271,0.178868,-0.271489,0.415121,0.160248,-0.158566,0.335248,0.168702,-0.030917
302,0.838889,-0.005354,0.007852,0.006719,-0.999932,0.330055,0.168662,-0.149530,0.000000,0.319789,0.166991,-0.137162,0.921094,0.250216,0.178704,-0.271504,0.899589,0.415066,0.160320,-0.158543,0.881082,0.335148,0.168632,-0.030913,0.955808,0.319789,0.166991,-0.137162,0.250216,0.178704,-0.271504,0.415066,0.160320,-0.158543,0.335148,0.168632,-0.030913
303,0.841667,-0.005367,0.007001,0.008179,-0.999928,0.330230,0.168692,-0.149515,0.000000,0.319981,0.167051,-0.137130,0.894993,0.250211,0.178975,-0.271351,0.865721,0.415200,0.160104,-0.158674,0.877988,0.335526,0.168641,-0.030907,0.866550,0.319981,0.167051,-0.137130,0.250211,0.178975,-0.271351,0.415200,0.160104,-0.158674,0.335526,0.168641,-0.030907
304,0.844444,-0.004580,0.006654,0.007625,-0.999938,0.330272,0.168735,-0.149539,0.000000,0.320034,0.167101,-0.137144,0.937417,0.250157,0.178737,-0.271335,0.907072,0.415246,0.160225,-0.158744,0.954984,0.335652,0.168876,-0.030934,0.887348,0.320034,0.167101,-0.137144,0.250157,0.178737,-0.271335,0.415246,0.160225,-0.158744,0.335652,0.168876,-0.030934
305,0.847222,-0.003587,0.007204,0.009084,-0.999926,0.330346,0.168862,-0.149661,0.000000,0.320089,0.167283,-0.137274,0.937417,0.250391,0.178858,-0.271562,0.907072,0.415304,0.160085,-0.158758,0.954984,0.335599,0.169222,-0.031051,0.887348,0.320089,0.167283,-0.137274,0.250391,0.178858,-0.271562,0.415304,0.160085,-0.158758,0.335599,0.169222,-0.031051
306,0.850000,-0.003946,0.006708,0.010190,-0.999918,0.330414,0.168586,-0.149459,0.000000,0.320167,0.167020,-0.137062,0.944447,0.250360,0.178849,-0.271273,0.844634,0.415344,0.159628,-0.158647,0.876088,0.335786,0.168846,-0.030854,0.851931,0.320167,0.167020,-0.137062,0.250360,0.178849,-0.271273,0.415344,0.159628,-0.158647,0.335786,0.168846,-0.030854
307,0.852778,-0.007507,0.007259,0.005086,-0.999933,0.330171,0.168658,-0.149479,0.000000,0.319926,0.166900,-0.137107,0.955099,0.250160,0.178959,-0.271318,0.938353,0.415199,0.160636,-0.158623,0.969676,0.335400,0.168137,-0.030868,0.979979,0.319926,0.166900,-0.137107,0.250160,0.178959,-0.271318,0.415199,0.160636,-0.158623,0.335400,0.168137,-0.030868
308,0.855556,-0.005225,0.007158,0.007545,-0.999932,0.330319,0.168530,-0.149448,0.000000,0.320068,0.166878,-0.137065,0.955099,0.250326,0.178675,-0.271312,0.938353,0.415303,0.160046,-0.158577,0.969676,0.335577,0.168519,-0.030838,0.979979,0.320068,0.166878,-0.137065,0.250326,0.178675,-0.271312,0.415303,0.160046,-0.158577,0.335577,0.168519,-0.030838
309,0.858333,-0.005782,0.006881,0.008190,-0.999926,0.330100,0.168880,-0.149536,0.000000,0.319854,0.167229,-0.137150,0.850330,0.250053,0.179265,-0.271345,0.941188,0.415069,0.160298,-0.158722,0.939177,0.335424,0.168730,-0.030929,0.952128,0.319854,0.167229,-0.137150,0.250053,0.179265,-0.271345,0.415069,0.160298,-0.158722,0.335424,0.168730,-0.030929
310,0.861111,-0.003991,0.007572,0.008506,-0.999927,0.330174,0.168907,-0.149523,0.000000,0.319910,0.167306,-0.137145,0.850330,0.250298,0.178907,-0.271476,0.941188,0.415149,0.160235,-0.158563,0.939177,0.335338,0.169178,-0.030909,0.952128,0.319910,0.167306,-0.137145,0.250298,0.178907,-0.271476,0.415149,0.160235,-0.158563,0.335338,0.169178,-0.030909
311,0.863889,-0.003781,0.007254,0.009042,-0.999926,0.330420,0.168753,-0.149476,0.000000,0.320163,0.167168,-0.137090,0.932429,0.250477,0.178789,-0.271381,0.918295,0.415380,0.159986,-0.158567,0.958244,0.335661,0.169067,-0.030865,0.839892,0.320163,0.167168,-0.137090,0.250477,0.178789,-0.271381,0.415380,0.159986,-0.158567,0.335661,0.169067,-0.030865
312,0.866667,-0.005858,0.007842,0.007416,-0.999925,0.330262,0.168623,-0.149428,0.000000,0.319995,0.166954,-0.137062,0.967692,0.250435,0.178901,-0.271390,0.982018,0.415261,0.160173,-0.158451,0.984812,0.335357,0.168466,-0.030811,0.978123,0.319995,0.166954,-0.137062,0.250435,0.178901,-0.271390,0.415261,0.160173,-0.158451,0.335357,0.168466,-0.030811
313,0.869444,-0.003698,0.006363,0.009727,-0.999926,0.330162,0.168854,-0.149706,0.000000,0.319925,0.167285,-0.137302,0.967692,0.250015,0.178982,-0.271470,0.982018,0.415094,0.159970,-0.158948,0.984812,0.335616,0.169177,-0.031105,0.978123,0.319925,0.167285,-0.137302,0.250015,0.178982,-0.271470,0.415094,0.159970,-0.158948,0.335616,0.169177,-0.031105
314,0.872222,-0.005115,0.007542,0.008130,-0.999925,0.330174,0.168752,-0.149473,0.000000,0.319912,0.167116,-0.137098,0.968776,0.250286,0.178964,-0.271400,0.979427,0.415156,0.160166,-0.158536,0.995363,0.335343,0.168762,-0.030859,0.973231,0.319912,0.167116,-0.137098,0.250286,0.178964,-0.271400,0.415156,0.160166,-0.158536,0.335343,0.168762,-0.030859
315,0.875000,-0.004973,0.006083,0.010705,-0.999912,0.330193,0.168833,-0.149555,0.000000,0.319959,0.167252,-0.137149,0.900174,0.250000,0.179430,-0.271248,0.930489,0.415102,0.159809,-0.158866,0.848806,0.335711,0.168841,-0.030956,0.918882,0.319959,0.167252,-0.137149,0.250000,0.179430,-0.271248,0.415102,0.159809,-0.158866,0.335711,0.168841,-0.030956
316,0.877778,-0.003810,0.006888,0.008355,-0.999934,0.330117,0.168956,-0.149626,0.000000,0.319870,0.167356,-0.137233,0.900174,0.250071,0.178889,-0.271473,0.930489,0.415082,0.160307,-0.158779,0.848806,0.335443,0.169271,-0.031019,0.918882,0.319870,0.167356,-0.137233,0.250071,0.178889,-0.271473,0.415082,0.160307,-0.158779,0.335443,0.169271,-0.031019
317,0.880556,-0.005774,0.007610,0.007082,-0.999929,0.329900,0.168742,-0.149581,0.000000,0.319640,0.167068,-0.137210,0.904305,0.250010,0.178945,-0.271508,0.924182,0.414901,0.160347,-0.158642,0.839549,0.335050,0.168608,-0.030966,0.914749,0.319640,0.167068,-0.137210,0.250010,0.178945,-0.271508,0.414901,0.160347,-0.158642,0.335050,0.168608,-0.030966
318,0.883333,-0.005471,0.006716,0.008487,-0.999927,0.330160,0.168596,-0.149704,0.000000,0.319917,0.166958,-0.137313,0.904305,0.250078,0.178954,-0.271492,0.924182,0.415120,0.159958,-0.158913,0.839549,0.335524,0.168515,-0.031098,0.914749,0.319917,0.166958,-0.137313,0.250078,0.178954,-0.271492,0.415120,0.159958,-0.158913,0.335524,0.168515,-0.031098
319,0.886111,-0.003106,0.007438,0.009252,-0.999925,0.330285,0.168796,-0.149555,0.000000,0.320023,0.167233,-0.137170,0.987725,0.250390,0.178703,-0.271502,0.984164,0.415245,0.159981,-0.158604,0.978381,0.335484,0.169268,-0.030942,0.986118,0.320023,0.167233,-0.137170,0.250390,0.178703,-0.271502,0.415245,0.159981,-0.158604,0.335484,0.169268,-0.030942
320,0.888889,-0.004633,0.007266,0.007203,-0.999937,0.330249,0.168848,-0.149452,0.000000,0.319997,0.167204,-0.137070,0.854812,0.250276,0.178793,-0.271345,0.787237,0.415241,0.160410,-0.158553,0.909230,0.335483,0.168982,-0.030841,0.881171,0.319997,0.167204,-0.137070,0.250276,0.178793,-0.271345,0.415241,0.160410,-0.158553,0.335483,0.168982,-0.030841
321,0.891667,-0.005071,0.008424,0.007758,-0.999922,0.330123,0.168651,-0.149570,0.000000,0.319840,0.167009,-0.137212,0.854812,0.250443,0.178792,-0.271639,0.787237,0.415126,0.160127,-0.158481,0.909230,0.335082,0.168678,-0.030946,0.881171,0.319840,0.167009,-0.137212,0.250443,0.178792,-0.271639,0.415126,0.160127,-0.158481,0.335082,0.168678,-0.030946
322,0.894444,-0.004679,0.007504,0.008794,-0.999922,0.330374,0.168608,-0.149547,0.000000,0.320111,0.166996,-0.137170,0.941551,0.250489,0.178822,-0.271476,0.931912,0.415343,0.159901,-0.158610,0.935961,0.335554,0.168712,-0.030933,0.960623,0.320111,0.166996,-0.137170,0.250489,0.178822,-0.271476,0.415343,0.159901,-0.158610,0.335554,0.168712,-0.030933
323,0.897222,-0.003834,0.007392,0.008631,-0.999928,0.330289,0.168822,-0.149672,0.000000,0.320029,0.167228,-0.137289,0.941551,0.250371,0.178805,-0.271599,0.931912,0.415258,0.160127,-0.158741,0.935961,0.335496,0.169130,-0.031060,0.960623,0.320029,0.167228,-0.137289,0.250371,0.178805,-0.271599,0.415258,0.160127,-0.158741,0.335496,0.169130,-0.031060
324,0.900000,-0.006821,0.007449,0.006619,-0.999927,0.330249,0.168443,-0.149544,0.000000,0.319994,0.166734,-0.137173,0.929169,0.250312,0.178825,-0.271425,0.923354,0.415254,0.160147,-0.158648,0.883819,0.335435,0.168066,-0.030931,0.975433,0.319994,0.166734,-0.137173,0.250312,0.178825,-0.271425,0.415254,0.160147,-0.158648,0.335435,0.168066,-0.030931
325,0.902778,-0.002439,0.007088,0.009859,-0.999923,0.330198,0.168998,-0.149643,0.000000,0.319943,0.167464,-0.137249,0.908683,0.250227,0.178842,-0.271545,0.900613,0.415140,0.160067,-0.158741,0.964987,0.335483,0.169620,-0.031035,0.893149,0.319943,0.167464,-0.137249,0.250227,0.178842,-0.271545,0.415140,0.160067,-0.158741,0.335483,0.169620,-0.031035
326,0.905556,-0.003643,0.008452,0.007025,-0.999933,0.330125,0.168947,-0.149545,0.000000,0.319844,0.167325,-0.137183,0.908683,0.250435,0.178622,-0.271646,0.900613,0.415141,0.160519,-0.158429,0.964987,0.335079,0.169320,-0.030922,0.893149,0.319844,0.167325,-0.137183,0.250435,0.178622,-0.271646,0.415141,0.160519,-0.158429,0.335079,0.169320,-0.030922
327,0.908333,-0.002739,0.007066,0.009121,-0.999930,0.330225,0.168995,-0.149635,0.000000,0.319972,0.167438,-0.137242,0.893216,0.250235,0.178792,-0.271530,0.876178,0.415180,0.160195,-0.158742,0.874551,0.335513,0.169555,-0.031027,0.876802,0.319972,0.167438,-0.137242,0.250235,0.178792,-0.271530,0.415180,0.160195,-0.158742,0.335513,0.169555,-0.031027
328,0.911111,-0.007441,0.007129,0.006260,-0.999927,0.330230,0.168472,-0.149573,0.000000,0.319983,0.166740,-0.137197,0.932391,0.250209,0.178947,-0.271390,0.930644,0.415236,0.160250,-0.158740,0.984956,0.335490,0.167952,-0.030963,0.887160,0.319983,0.166740,-0.137197,0.250209,0.178947,-0.271390,0.415236,0.160250,-0.158740,0.335490,0.167952,-0.030963
329,0.913889,-0.004955,0.007940,0.009342,-0.999913,0.330386,0.168743,-0.149575,0.000000,0.320111,0.167135,-0.137207,0.932391,0.250618,0.179112,-0.271568,0.930644,0.415353,0.159947,-0.158569,0.984956,0.335462,0.168776,-0.030957,0.887160,0.320111,0.167135,-0.137207,0.250618,0.179112,-0.271568,0.415353,0.159947,-0.158569,0.335462,0.168776,-0.030957
330,0.916667,-0.004941,0.007046,0.007176,-0.999937,0.330264,0.168857,-0.149592,0.000000,0.320017,0.167206,-0.137206,0.928594,0.250236,0.178874,-0.271444,0.907198,0.415252,0.160430,-0.158736,0.879449,0.335549,0.168919,-0.030983,0.971140,0.320017,0.167206,-0.137206,0.250236,0.178874,-0.271444,0.415252,0.160430,-0.158736,0.335549,0.168919,-0.030983
331,0.919444,-0.005838,0.006509,0.007680,-0.999932,0.330139,0.168576,-0.149494,0.000000,0.319904,0.166912,-0.137100,0.928594,0.249992,0.178892,-0.271242,0.907198,0.415109,0.160082,-0.158743,0.879449,0.335550,0.168418,-0.030890,0.971140,0.319904,0.166912,-0.137100,0.249992,0.178892,-0.271242,0.415109,0.160082,-0.158743,0.335550,0.168418,-0.030890
332,0.922222,-0.001719,0.007313,0.008700,-0.999934,0.330116,0.169235,-0.149539,0.000000,0.319859,0.167695,-0.137148,0.964311,0.250176,0.178715,-0.271492,0.960166,0.415082,0.160487,-0.158587,0.984451,0.335347,0.170042,-0.030930,0.982365,0.319859,0.167695,-0.137148,0.250176,0.178715,-0.271492,0.415082,0.160487,-0.158587,0.335347,0.170042,-0.030930
333,0.925000,-0.006162,0.007728,0.005769,-0.999935,0.330115,0.168623,-0.149501,0.000000,0.319856,0.166913,-0.137134,0.910109,0.250229,0.178708,-0.271441,0.869194,0.415140,0.160458,-0.158546,0.850498,0.335235,0.168413,-0.030885,0.975993,0.319856,0.166913,-0.137134,0.250229,0.178708,-0.271441,0.415140,0.160458,-0.158546,0.335235,0.168413,-0.030885
334,0.927778,-0.004569,0.006583,0.010361,-0.999914,0.330316,0.168482,-0.149716,0.000000,0.320071,0.166904,-0.137319,0.910109,0.250237,0.178924,-0.271498,0.869194,0.415241,0.159507,-0.158935,0.850498,0.335717,0.168591,-0.031111,0.975993,0.320071,0.166904,-0.137319,0.250237,0.178924,-0.271497,0.415241,0.159507,-0.158935,0.335717,0.168591,-0.031111
335,0.930556,-0.007100,0.007618,0.005844,-0.999929,0.330122,0.168695,-0.149514,0.000000,0.319865,0.166962,-0.137147,0.925557,0.250212,0.179019,-0.271417,0.905626,0.415143,0.160536,-0.158592,0.879548,0.335267,0.168261,-0.030899,0.967225,0.319865,0.166962,-0.137147,0.250212,0.179019,-0.271417,0.415143,0.160536,-0.158592,0.335267,0.168261,-0.030899
336,0.933333,-0.006649,0.006789,0.008496,-0.999919,0.330182,0.168302,-0.149592,0.000000,0.319938,0.166634,-0.137207,0.925557,0.250121,0.178946,-0.271368,0.905626,0.415144,0.159684,-0.158808,0.879548,0.335527,0.167941,-0.030986,0.967225,0.319938,0.166634,-0.137207,0.250121,0.178946,-0.271368,0.415144,0.159684,-0.158808,0.335527,0.167941,-0.030986
337,0.936111,-0.004541,0.007773,0.008234,-0.999926,0.330117,0.168610,-0.149640,0.000000,0.319849,0.166990,-0.137267,0.925557,0.250286,0.178699,-0.271614,0.905626,0.415100,0.159995,-0.158654,0.879548,0.335232,0.168754,-0.031023,0.967225,0.319849,0.166990,-0.137267,0.250286,0.178699,-0.271614,0.415100,0.159995,-0.158654,0.335232,0.168754,-0.031023
338,0.938889,-0.007128,0.007515,0.006665,-0.999924,0.330153,0.168365,-0.149593,0.000000,0.319896,0.166649,-0.137224,0.858262,0.250234,0.178830,-0.271478,0.809882,0.415159,0.160067,-0.158690,0.812701,0.335323,0.167915,-0.030980,0.853355,0.319896,0.166649,-0.137224,0.250234,0.178830,-0.271478,0.415159,0.160067,-0.158690,0.335323,0.167915,-0.030980
339,0.941667,-0.004027,0.007161,0.008389,-0.999931,0.330091,0.168812,-0.149556,0.000000,0.319838,0.167208,-0.137170,0.858262,0.250113,0.178803,-0.271443,0.809882,0.415060,0.160161,-0.158667,0.812701,0.335352,0.169075,-0.030946,0.853355,0.319838,0.167208,-0.137170,0.250113,0.178803,-0.271443,0.415060,0.160161,-0.158667,0.335352,0.169075,-0.030946
340,0.944444,-0.004237,0.007377,0.008059,-0.999931,0.330231,0.168758,-0.149489,0.000000,0.319974,0.167142,-0.137107,0.909387,0.250300,0.178746,-0.271407,0.889109,0.415210,0.160167,-0.158566,0.947861,0.335441,0.168976,-0.030877,0.862578,0.319974,0.167142,-0.137107,0.250300,0.178746,-0.271407,0.415210,0.160167,-0.158566,0.335441,0.168976,-0.030877
341,0.947222,-0.005924,0.007715,0.006863,-0.999929,0.330224,0.168468,-0.149590,0.000000,0.319962,0.166786,-0.137221,0.938008,0.250356,0.178672,-0.271530,0.921016,0.415231,0.160113,-0.158634,0.891412,0.335349,0.168301,-0.030973,0.961715,0.319962,0.166786,-0.137221,0.250356,0.178672,-0.271530,0.415231,0.160113,-0.158634,0.335349,0.168301,-0.030973
342,0.950000,-0.003503,0.007336,0.008799,-0.999928,0.330223,0.168844,-0.149426,0.000000,0.319964,0.167262,-0.137041,0.938008,0.250295,0.178774,-0.271350,0.921016,0.415189,0.160114,-0.158499,0.891412,0.335445,0.169228,-0.030814,0.961715,0.319964,0.167262,-0.137041,0.250295,0.178774,-0.271350,0.415189,0.160114,-0.158499,0.335445,0.169228,-0.030814
343,0.952778,-0.004112,0.007991,0.007077,-0.999935,0.330131,0.168807,-0.149371,0.000000,0.319861,0.167174,-0.137002,0.868303,0.250331,0.178605,-0.271390,0.939356,0.415138,0.160380,-0.158341,0.891878,0.335193,0.169068,-0.030752,0.919285,0.319861,0.167174,-0.137002,0.250331,0.178605,-0.271390,0.415138,0.160380,-0.158341,0.335193,0.169068,-0.030752
344,0.955556,-0.005680,0.008199,0.007148,-0.999925,0.330020,0.168664,-0.149472,0.000000,0.319745,0.166994,-0.137113,0.942687,0.250275,0.178855,-0.271495,0.906102,0.415030,0.160256,-0.158431,0.965117,0.335031,0.168553,-0.030851,0.856453,0.319745,0.166994,-0.137113,0.250275,0.178855,-0.271495,0.415030,0.160256,-0.158431,0.335031,0.168553,-0.030851
345,0.958333,-0.004853,0.007202,0.007967,-0.999931,0.330228,0.168702,-0.149581,0.000000,0.319975,0.167069,-0.137198,0.942687,0.250253,0.178825,-0.271459,0.906102,0.415206,0.160139,-0.158698,0.965117,0.335478,0.168775,-0.030970,0.856453,0.319975,0.167069,-0.137198,0.250253,0.178825,-0.271459,0.415206,0.160139,-0.158698,0.335478,0.168775,-0.030970
346,0.961111,-0.000309,0.006235,0.011238,-0.999917,0.330417,0.169069,-0.149595,0.000000,0.320179,0.167616,-0.137177,0.874820,0.250259,0.178621,-0.271399,0.859086,0.415318,0.159863,-0.158804,0.897781,0.335912,0.170177,-0.031001,0.829040,0.320179,0.167616,-0.137177,0.250259,0.178621,-0.271399,0.415318,0.159863,-0.158804,0.335912,0.170177,-0.031001
347,0.963889,-0.004792,0.005656,0.009102,-0.999931,0.330082,0.168988,-0.149519,0.000000,0.319864,0.167379,-0.137104,0.874820,0.249753,0.179282,-0.271149,0.859086,0.415012,0.160233,-0.158899,0.897781,0.335700,0.169059,-0.030925,0.829040,0.319864,0.167379,-0.137104,0.249753,0.179282,-0.271149,0.415012,0.160233,-0.158899,0.335700,0.169059,-0.030925
348,0.966667,-0.004483,0.007065,0.009428,-0.999921,0.330538,0.168268,-0.149657,0.000000,0.320284,0.166673,-0.137270,0.812496,0.250557,0.178537,-0.271519,0.882513,0.415488,0.159450,-0.158792,0.916935,0.335823,0.168410,-0.031048,0.875922,0.320284,0.166673,-0.137270,0.250557,0.178537,-0.271519,0.415488,0.159450,-0.158792,0.335823,0.168410,-0.031048
349,0.969444,-0.005311,0.007224,0.006583,-0.999938,0.330486,0.168629,-0.149527,0.000000,0.320236,0.166956,-0.137146,0.898840,0.250491,0.178639,-0.271401,0.876549,0.415488,0.160310,-0.158645,0.921950,0.335728,0.168610,-0.030916,0.948568,0.320236,0.166956,-0.137146,0.250491,0.178639,-0.271401,0.415488,0.160310,-0.158645,0.335728,0.168610,-0.030916
350,0.972222,-0.002684,0.007405,0.009061,-0.999928,0.330427,0.168693,-0.149444,0.000000,0.320166,0.167136,-0.137057,0.898840,0.250519,0.178466,-0.271394,0.876549,0.415389,0.159902,-0.158492,0.921950,0.335634,0.169267,-0.030832,0.948568,0.320166,0.167136,-0.137057,0.250519,0.178466,-0.271394,0.415389,0.159902,-0.158492,0.335634,0.169267,-0.030832
351,0.975000,-0.006770,0.007307,0.007392,-0.999923,0.330404,0.168295,-0.149549,0.000000,0.320149,0.166603,-0.137174,0.969890,0.250447,0.178790,-0.271407,0.977197,0.415394,0.159867,-0.158676,0.994574,0.335624,0.167921,-0.030937,0.972179,0.320149,0.166603,-0.137174,0.250447,0.178790,-0.271407,0.415394,0.159867,-0.158676,0.335624,0.167921,-0.030937
352,0.977778,-0.003847,0.006649,0.009758,-0.999923,0.330487,0.168312,-0.149636,0.000000,0.320242,0.166740,-0.137238,0.972213,0.250410,0.178481,-0.271442,0.951793,0.415423,0.159426,-0.158832,0.972542,0.335872,0.168600,-0.031031,0.981403,0.320242,0.166740,-0.137238,0.250410,0.178481,-0.271442,0.415423,0.159426,-0.158832,0.335872,0.168600,-0.031031
353,0.980556,-0.005759,0.006567,0.007814,-0.999931,0.330485,0.168449,-0.149508,0.000000,0.320248,0.166790,-0.137115,0.972213,0.250354,0.178768,-0.271267,0.951793,0.415454,0.159931,-0.158747,0.972542,0.335883,0.168308,-0.030904,0.981403,0.320248,0.166790,-0.137115,0.250354,0.178768,-0.271267,0.415454,0.159931,-0.158747,0.335883,0.168308,-0.030904
354,0.983333,-0.007227,0.007279,0.006463,-0.999927,0.330329,0.168337,-0.149468,0.000000,0.320078,0.166614,-0.137095,0.819501,0.250348,0.178792,-0.271314,0.889677,0.415334,0.160076,-0.158607,0.921646,0.335554,0.167865,-0.030857,0.850736,0.320078,0.166614,-0.137095,0.250348,0.178792,-0.271314,0.415334,0.160076,-0.158607,0.335554,0.167865,-0.030857
355,0.986111,-0.003217,0.006381,0.010734,-0.999917,0.330457,0.168454,-0.149740,0.000000,0.320217,0.166918,-0.137335,0.819501,0.250333,0.178629,-0.271515,0.889677,0.415371,0.159390,-0.158972,0.921646,0.335909,0.168879,-0.031139,0.850736,0.320217,0.166918,-0.137335,0.250333,0.178629,-0.271515,0.415371,0.159390,-0.158972,0.335909,0.168879,-0.031139
356,0.988889,-0.005487,0.007517,0.007931,-0.999925,0.330220,0.168491,-0.149745,0.000000,0.319959,0.166842,-0.137371,0.902848,0.250322,0.178762,-0.271661,0.866408,0.415204,0.159946,-0.158818,0.838086,0.335393,0.168415,-0.031131,0.976782,0.319959,0.166842,-0.137371,0.250322,0.178762,-0.271661,0.415204,0.159946,-0.158818,0.335393,0.168415,-0.031131
357,0.991667,-0.003522,0.006888,0.008904,-0.999930,0.330372,0.168699,-0.149641,0.000000,0.320124,0.167118,-0.137247,0.844085,0.250336,0.178651,-0.271492,0.932975,0.415328,0.159952,-0.158790,0.938729,0.335700,0.169076,-0.031034,0.938998,0.320124,0.167118,-0.137247,0.250336,0.178651,-0.271492,0.415328,0.159952,-0.158790,0.335700,0.169076,-0.031034
