Format Version,1.22,Take Name,day 2 front left triangle,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-20 09.07.29.815 AM,Total Frames in Take,1516,Total Exported Frames,1516,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
45,0.125000,0.005995,0.109540,0.026735,-0.993605,0.233260,0.168405,-2.694805,0.000000,0.220651,0.167477,-2.684741,0.832483,0.180151,0.178144,-2.830588,0.916076,0.317898,0.156528,-2.686254,0.935938,0.214341,0.171470,-2.577635,0.839499,0.220651,0.167477,-2.684741,0.180151,0.178144,-2.830588,0.317898,0.156528,-2.686254,0.214341,0.171470,-2.577635,,,,,,,,,,,,,,,,,,,,,
46,0.127778,0.005660,0.109352,0.028049,-0.993591,0.233188,0.168309,-2.694782,0.000000,0.220579,0.167403,-2.684715,0.832483,0.180058,0.178314,-2.830538,0.916076,0.317798,0.156209,-2.686272,0.935938,0.214316,0.171309,-2.577603,0.839499,0.220579,0.167403,-2.684715,0.180058,0.178314,-2.830538,0.317798,0.156209,-2.686272,0.214316,0.171309,-2.577603,,,,,,,,,,,,,,,,,,,,,
47,0.130556,0.005742,0.108688,0.028598,-0.993648,0.233107,0.168435,-2.694710,0.000000,0.220511,0.167544,-2.684627,0.825774,0.179808,0.178499,-2.830395,0.900364,0.317715,0.156241,-2.686312,0.917245,0.214395,0.171457,-2.577506,0.815493,0.220511,0.167544,-2.684627,0.179808,0.178499,-2.830395,0.317715,0.156241,-2.686312,0.214395,0.171457,-2.577506,,,,,,,,,,,,,,,,,,,,,
48,0.133333,0.004279,0.109080,0.025760,-0.993690,0.233236,0.168215,-2.694844,0.000000,0.220638,0.167226,-2.684773,0.825774,0.179989,0.178269,-2.830550,0.900364,0.317908,0.156507,-2.686404,0.917245,0.214411,0.170859,-2.577649,0.815493,0.220638,0.167226,-2.684773,0.179989,0.178269,-2.830550,0.317908,0.156507,-2.686404,0.214411,0.170859,-2.577649,,,,,,,,,,,,,,,,,,,,,
49,0.136111,0.005093,0.108744,0.028185,-0.993657,0.233212,0.168293,-2.694841,0.000000,0.220615,0.167377,-2.684760,0.917539,0.179922,0.178467,-2.830522,0.926640,0.317830,0.156170,-2.686446,0.960120,0.214480,0.171156,-2.577636,0.864286,0.220615,0.167377,-2.684760,0.179922,0.178467,-2.830522,0.317830,0.156170,-2.686446,0.214480,0.171156,-2.577636,,,,,,,,,,,,,,,,,,,,,
50,0.138889,0.005478,0.109406,0.027278,-0.993608,0.233106,0.168404,-2.694725,0.000000,0.220497,0.167477,-2.684659,0.924979,0.179974,0.178352,-2.830485,0.930340,0.317734,0.156436,-2.686208,0.965157,0.214217,0.171352,-2.577547,0.859645,0.220497,0.167477,-2.684659,0.179974,0.178352,-2.830485,0.317734,0.156436,-2.686208,0.214217,0.171352,-2.577547,,,,,,,,,,,,,,,,,,,,,
51,0.141667,0.004610,0.108556,0.027126,-0.993710,0.233202,0.168418,-2.694735,0.000000,0.220611,0.167467,-2.684650,0.924979,0.179839,0.178575,-2.830389,0.930340,0.317849,0.156476,-2.686380,0.965157,0.214507,0.171153,-2.577521,0.859645,0.220611,0.167467,-2.684650,0.179839,0.178575,-2.830389,0.317849,0.156476,-2.686380,0.214507,0.171153,-2.577521,,,,,,,,,,,,,,,,,,,,,
52,0.144444,0.004785,0.108693,0.026455,-0.993712,0.233270,0.168274,-2.694937,0.000000,0.220678,0.167312,-2.684855,0.819728,0.179930,0.178294,-2.830610,0.915558,0.317931,0.156446,-2.686555,0.916808,0.214542,0.171044,-2.577729,0.835419,0.220678,0.167312,-2.684855,0.179930,0.178294,-2.830610,0.317931,0.156446,-2.686555,0.214542,0.171044,-2.577729,,,,,,,,,,,,,,,,,,,,,
53,0.147222,0.006500,0.109592,0.026197,-0.993610,0.233188,0.168602,-2.694731,0.000000,0.220579,0.167674,-2.684668,0.819728,0.180079,0.178138,-2.830530,0.915558,0.317837,0.156816,-2.686162,0.916808,0.214258,0.171781,-2.577566,0.835419,0.220579,0.167674,-2.684668,0.180079,0.178138,-2.830530,0.317837,0.156816,-2.686162,0.214258,0.171781,-2.577566,,,,,,,,,,,,,,,,,,,,,
54,0.150000,0.006474,0.109171,0.027326,-0.993626,0.233164,0.168629,-2.694730,0.000000,0.220561,0.167725,-2.684656,0.806351,0.179965,0.178327,-2.830481,0.881898,0.317793,0.156650,-2.686234,0.858483,0.214338,0.171812,-2.577548,0.823658,0.220561,0.167725,-2.684656,0.179965,0.178327,-2.830481,0.317793,0.156650,-2.686234,0.214338,0.171812,-2.577548,,,,,,,,,,,,,,,,,,,,,
55,0.152778,0.004449,0.108382,0.027143,-0.993729,0.233208,0.168389,-2.694846,0.000000,0.220621,0.167434,-2.684758,0.819782,0.179800,0.178591,-2.830478,0.901304,0.317859,0.156444,-2.686524,0.903264,0.214554,0.171085,-2.577625,0.829569,0.220621,0.167434,-2.684758,0.179800,0.178591,-2.830478,0.317859,0.156444,-2.686524,0.214554,0.171085,-2.577625,,,,,,,,,,,,,,,,,,,,,
56,0.155556,0.005410,0.109141,0.026875,-0.993648,0.233309,0.168333,-2.694871,0.000000,0.220707,0.167395,-2.684799,0.819782,0.180097,0.178245,-2.830602,0.901304,0.317951,0.156433,-2.686401,0.903264,0.214481,0.171259,-2.577683,0.829569,0.220707,0.167395,-2.684799,0.180097,0.178245,-2.830602,0.317951,0.156433,-2.686401,0.214481,0.171259,-2.577683,,,,,,,,,,,,,,,,,,,,,
57,0.158333,0.005931,0.109180,0.027208,-0.993632,0.233196,0.168391,-2.694806,0.000000,0.220593,0.167472,-2.684734,0.816828,0.180000,0.178213,-2.830549,0.913205,0.317829,0.156433,-2.686319,0.915415,0.214364,0.171444,-2.577622,0.831090,0.220593,0.167472,-2.684734,0.180000,0.178213,-2.830549,0.317829,0.156433,-2.686319,0.214364,0.171444,-2.577622,,,,,,,,,,,,,,,,,,,,,
58,0.161111,0.005184,0.109143,0.028044,-0.993617,0.233252,0.168172,-2.694885,0.000000,0.220648,0.167256,-2.684814,0.861301,0.180068,0.178301,-2.830611,0.951152,0.317867,0.156074,-2.686420,0.931704,0.214426,0.171058,-2.577695,0.938242,0.220648,0.167256,-2.684814,0.180068,0.178301,-2.830611,0.317867,0.156074,-2.686420,0.214426,0.171058,-2.577695,,,,,,,,,,,,,,,,,,,,,
59,0.163889,0.005396,0.109491,0.026222,-0.993627,0.233184,0.168406,-2.694806,0.000000,0.220576,0.167453,-2.684743,0.861301,0.180054,0.178231,-2.830575,0.951152,0.317836,0.156618,-2.686275,0.931704,0.214271,0.171323,-2.577631,0.938242,0.220576,0.167453,-2.684743,0.180054,0.178231,-2.830575,0.317836,0.156618,-2.686275,0.214271,0.171323,-2.577631,,,,,,,,,,,,,,,,,,,,,
60,0.166667,0.006348,0.109400,0.027872,-0.993587,0.233206,0.168463,-2.694780,0.000000,0.220597,0.167569,-2.684713,0.912709,0.180082,0.178267,-2.830554,0.921624,0.317818,0.156392,-2.686249,0.956086,0.214327,0.171625,-2.577606,0.851096,0.220597,0.167569,-2.684713,0.180082,0.178267,-2.830554,0.317818,0.156392,-2.686249,0.214327,0.171625,-2.577606,,,,,,,,,,,,,,,,,,,,,
61,0.169444,0.005182,0.109044,0.027329,-0.993648,0.233238,0.168242,-2.694815,0.000000,0.220637,0.167309,-2.684741,0.912709,0.180011,0.178276,-2.830531,0.921624,0.317872,0.156265,-2.686366,0.956086,0.214433,0.171118,-2.577622,0.851096,0.220637,0.167309,-2.684741,0.180011,0.178276,-2.830531,0.317872,0.156265,-2.686366,0.214433,0.171118,-2.577622,,,,,,,,,,,,,,,,,,,,,
62,0.172222,0.005543,0.108895,0.026919,-0.993673,0.233199,0.168568,-2.694728,0.000000,0.220602,0.167634,-2.684650,0.926919,0.179920,0.178454,-2.830435,0.932546,0.317844,0.156660,-2.686297,0.966145,0.214430,0.171525,-2.577531,0.860260,0.220602,0.167634,-2.684650,0.179920,0.178454,-2.830435,0.317844,0.156660,-2.686297,0.214430,0.171525,-2.577531,,,,,,,,,,,,,,,,,,,,,
63,0.175000,0.006190,0.109520,0.028568,-0.993555,0.233194,0.168408,-2.694819,0.000000,0.220581,0.167526,-2.684755,0.810247,0.180119,0.178345,-2.830601,0.907207,0.317787,0.156219,-2.686270,0.903358,0.214289,0.171541,-2.577649,0.835608,0.220581,0.167526,-2.684755,0.180119,0.178345,-2.830601,0.317787,0.156219,-2.686270,0.214289,0.171541,-2.577649,,,,,,,,,,,,,,,,,,,,,
64,0.177778,0.005820,0.109621,0.026259,-0.993609,0.233203,0.168482,-2.694754,0.000000,0.220593,0.167539,-2.684693,0.810247,0.180107,0.178201,-2.830544,0.907207,0.317851,0.156687,-2.686193,0.903358,0.214262,0.171501,-2.577587,0.835608,0.220593,0.167539,-2.684693,0.180107,0.178201,-2.830544,0.317851,0.156687,-2.686193,0.214262,0.171501,-2.577587,,,,,,,,,,,,,,,,,,,,,
65,0.180556,0.005203,0.109273,0.027425,-0.993620,0.233277,0.168229,-2.694844,0.000000,0.220671,0.167298,-2.684776,0.816857,0.180115,0.178268,-2.830585,0.902909,0.317905,0.156236,-2.686356,0.896032,0.214419,0.171113,-2.577660,0.826824,0.220671,0.167298,-2.684776,0.180115,0.178268,-2.830585,0.317905,0.156236,-2.686356,0.214419,0.171113,-2.577660,,,,,,,,,,,,,,,,,,,,,
66,0.183333,0.005184,0.108924,0.027135,-0.993666,0.233190,0.168347,-2.694791,0.000000,0.220591,0.167409,-2.684714,0.928398,0.179925,0.178354,-2.830494,0.928647,0.317830,0.156403,-2.686362,0.967784,0.214412,0.171220,-2.577593,0.864873,0.220591,0.167409,-2.684714,0.179925,0.178354,-2.830494,0.317830,0.156403,-2.686362,0.214412,0.171220,-2.577593,,,,,,,,,,,,,,,,,,,,,
67,0.186111,0.005699,0.108922,0.027498,-0.993654,0.233174,0.168396,-2.694769,0.000000,0.220575,0.167478,-2.684691,0.928398,0.179914,0.178320,-2.830481,0.928647,0.317804,0.156389,-2.686331,0.967784,0.214401,0.171396,-2.577574,0.864873,0.220575,0.167478,-2.684691,0.179914,0.178320,-2.830481,0.317804,0.156389,-2.686331,0.214401,0.171396,-2.577574,,,,,,,,,,,,,,,,,,,,,
68,0.188889,0.005496,0.109275,0.027226,-0.993623,0.233139,0.168395,-2.694778,0.000000,0.220534,0.167467,-2.684710,0.915685,0.179971,0.178332,-2.830525,0.925882,0.317771,0.156435,-2.686284,0.954762,0.214281,0.171346,-2.577596,0.840736,0.220534,0.167467,-2.684710,0.179971,0.178332,-2.830525,0.317771,0.156435,-2.686284,0.214281,0.171346,-2.577596,,,,,,,,,,,,,,,,,,,,,
69,0.191667,0.005767,0.108421,0.027934,-0.993696,0.233163,0.168537,-2.694780,0.000000,0.220574,0.167630,-2.684689,0.915685,0.179776,0.178506,-2.830438,0.925882,0.317791,0.156455,-2.686426,0.954762,0.214511,0.171555,-2.577566,0.840736,0.220574,0.167630,-2.684689,0.179776,0.178506,-2.830438,0.317791,0.156455,-2.686426,0.214511,0.171555,-2.577566,,,,,,,,,,,,,,,,,,,,,
70,0.194444,0.006104,0.109035,0.027043,-0.993651,0.233248,0.168435,-2.694741,0.000000,0.220648,0.167517,-2.684665,0.966530,0.180007,0.178192,-2.830472,0.967127,0.317886,0.156505,-2.686276,0.973716,0.214450,0.171527,-2.577553,0.964585,0.220648,0.167517,-2.684665,0.180007,0.178192,-2.830472,0.317886,0.156505,-2.686276,0.214450,0.171527,-2.577553,,,,,,,,,,,,,,,,,,,,,
71,0.197222,0.005765,0.109000,0.027366,-0.993648,0.233191,0.168478,-2.694821,0.000000,0.220591,0.167559,-2.684745,0.928479,0.179950,0.178367,-2.830542,0.935763,0.317823,0.156494,-2.686368,0.972678,0.214401,0.171493,-2.577629,0.864216,0.220591,0.167559,-2.684745,0.179950,0.178367,-2.830542,0.317823,0.156494,-2.686368,0.214401,0.171493,-2.577629,,,,,,,,,,,,,,,,,,,,,
72,0.200000,0.005114,0.109222,0.026004,-0.993664,0.233407,0.168352,-2.694851,0.000000,0.220805,0.167388,-2.684781,0.928479,0.180200,0.178223,-2.830586,0.935763,0.318069,0.156601,-2.686371,0.972678,0.214555,0.171198,-2.577664,0.864216,0.220805,0.167388,-2.684781,0.180200,0.178223,-2.830586,0.318069,0.156601,-2.686371,0.214555,0.171198,-2.577664,,,,,,,,,,,,,,,,,,,,,
73,0.202778,0.005736,0.109364,0.026632,-0.993628,0.233190,0.168406,-2.694748,0.000000,0.220584,0.167470,-2.684681,0.827402,0.180032,0.178200,-2.830509,0.909277,0.317833,0.156547,-2.686233,0.930583,0.214310,0.171408,-2.577570,0.819199,0.220584,0.167470,-2.684681,0.180032,0.178200,-2.830509,0.317833,0.156547,-2.686233,0.214310,0.171408,-2.577570,,,,,,,,,,,,,,,,,,,,,
74,0.205556,0.005931,0.109024,0.027810,-0.993632,0.233219,0.168397,-2.694761,0.000000,0.220618,0.167492,-2.684685,0.808148,0.179993,0.178302,-2.830487,0.879822,0.317840,0.156337,-2.686302,0.865376,0.214426,0.171456,-2.577571,0.823646,0.220618,0.167492,-2.684685,0.179993,0.178302,-2.830487,0.317840,0.156337,-2.686302,0.214426,0.171456,-2.577571,,,,,,,,,,,,,,,,,,,,,
75,0.208333,0.005610,0.109341,0.027056,-0.993620,0.233241,0.168357,-2.694848,0.000000,0.220634,0.167428,-2.684781,0.808148,0.180086,0.178241,-2.830603,0.879822,0.317875,0.156427,-2.686339,0.865376,0.214367,0.171334,-2.577668,0.823646,0.220634,0.167428,-2.684781,0.180086,0.178241,-2.830603,0.317875,0.156427,-2.686339,0.214367,0.171334,-2.577668,,,,,,,,,,,,,,,,,,,,,
76,0.211111,0.007440,0.109605,0.028449,-0.993540,0.233206,0.168506,-2.694777,0.000000,0.220593,0.167650,-2.684713,0.919406,0.180145,0.178103,-2.830590,0.919767,0.317798,0.156335,-2.686190,0.949455,0.214290,0.171934,-2.577617,0.844999,0.220593,0.167650,-2.684713,0.180145,0.178103,-2.830590,0.317798,0.156335,-2.686190,0.214290,0.171934,-2.577617,,,,,,,,,,,,,,,,,,,,,
77,0.213889,0.005645,0.109097,0.026598,-0.993659,0.233222,0.168523,-2.694766,0.000000,0.220622,0.167584,-2.684692,0.919406,0.179991,0.178338,-2.830496,0.919767,0.317871,0.156670,-2.686298,0.949455,0.214405,0.171501,-2.577577,0.844999,0.220622,0.167584,-2.684692,0.179991,0.178338,-2.830496,0.317871,0.156670,-2.686298,0.214405,0.171501,-2.577577,,,,,,,,,,,,,,,,,,,,,
78,0.216667,0.006036,0.108664,0.027621,-0.993676,0.233263,0.168498,-2.694777,0.000000,0.220670,0.167591,-2.684692,0.816219,0.179934,0.178354,-2.830466,0.902635,0.317895,0.156470,-2.686377,0.893950,0.214555,0.171578,-2.577574,0.827071,0.220670,0.167591,-2.684692,0.179934,0.178354,-2.830466,0.317895,0.156470,-2.686377,0.214555,0.171578,-2.577574,,,,,,,,,,,,,,,,,,,,,
79,0.219444,0.004021,0.108877,0.026669,-0.993689,0.233189,0.168188,-2.694804,0.000000,0.220593,0.167213,-2.684729,0.926224,0.179908,0.178433,-2.830483,0.916921,0.317844,0.156325,-2.686405,0.946862,0.214413,0.170780,-2.577600,0.854365,0.220593,0.167213,-2.684729,0.179908,0.178433,-2.830483,0.317844,0.156325,-2.686405,0.214413,0.170780,-2.577600,,,,,,,,,,,,,,,,,,,,,
80,0.222222,0.005001,0.109314,0.025934,-0.993656,0.233351,0.168390,-2.694848,0.000000,0.220747,0.167421,-2.684781,0.926224,0.180168,0.178279,-2.830592,0.916921,0.318014,0.156651,-2.686355,0.946862,0.214476,0.171209,-2.577665,0.854365,0.220747,0.167421,-2.684781,0.180168,0.178279,-2.830592,0.318014,0.156651,-2.686355,0.214476,0.171209,-2.577665,,,,,,,,,,,,,,,,,,,,,
81,0.225000,0.005525,0.109107,0.027427,-0.993636,0.233177,0.168369,-2.694812,0.000000,0.220574,0.167446,-2.684739,0.917515,0.179967,0.178327,-2.830540,0.928737,0.317806,0.156375,-2.686346,0.968847,0.214359,0.171329,-2.577623,0.852615,0.220574,0.167446,-2.684739,0.179967,0.178327,-2.830540,0.317806,0.156375,-2.686346,0.214359,0.171329,-2.577623,,,,,,,,,,,,,,,,,,,,,
82,0.227778,0.005361,0.109537,0.026953,-0.993603,0.233221,0.168311,-2.694894,0.000000,0.220611,0.167374,-2.684832,0.923531,0.180119,0.178244,-2.830666,0.933498,0.317855,0.156398,-2.686357,0.970256,0.214300,0.171229,-2.577721,0.867155,0.220611,0.167374,-2.684832,0.180119,0.178244,-2.830666,0.317855,0.156398,-2.686357,0.214300,0.171229,-2.577721,,,,,,,,,,,,,,,,,,,,,
83,0.230556,0.005320,0.108753,0.026347,-0.993705,0.233232,0.168514,-2.694683,0.000000,0.220639,0.167561,-2.684602,0.923531,0.179903,0.178381,-2.830371,0.933498,0.317894,0.156703,-2.686280,0.970256,0.214493,0.171410,-2.577480,0.867155,0.220639,0.167561,-2.684602,0.179903,0.178381,-2.830371,0.317894,0.156703,-2.686280,0.214493,0.171410,-2.577480,,,,,,,,,,,,,,,,,,,,,
84,0.233333,0.005860,0.109809,0.026231,-0.993589,0.233187,0.168512,-2.694785,0.000000,0.220573,0.167570,-2.684728,0.964946,0.180141,0.178216,-2.830596,0.980153,0.317833,0.156721,-2.686191,0.984955,0.214202,0.171541,-2.577625,0.970286,0.220573,0.167570,-2.684728,0.180141,0.178216,-2.830596,0.317833,0.156721,-2.686191,0.214202,0.171541,-2.577625,,,,,,,,,,,,,,,,,,,,,
85,0.236111,0.004558,0.108531,0.027906,-0.993691,0.233165,0.168210,-2.694772,0.000000,0.220573,0.167275,-2.684687,0.964946,0.179814,0.178486,-2.830420,0.980153,0.317795,0.156135,-2.686423,0.984955,0.214479,0.170942,-2.577556,0.970286,0.220573,0.167275,-2.684687,0.179814,0.178486,-2.830420,0.317795,0.156135,-2.686423,0.214479,0.170942,-2.577556,,,,,,,,,,,,,,,,,,,,,
86,0.238889,0.004724,0.109259,0.025858,-0.993666,0.233334,0.168239,-2.694850,0.000000,0.220732,0.167262,-2.684782,0.922523,0.180136,0.178189,-2.830583,0.926845,0.318000,0.156513,-2.686371,0.960731,0.214470,0.170991,-2.577663,0.861431,0.220732,0.167262,-2.684782,0.180136,0.178189,-2.830583,0.318000,0.156513,-2.686371,0.214470,0.170991,-2.577663,,,,,,,,,,,,,,,,,,,,,
87,0.241667,0.005405,0.108651,0.027682,-0.993680,0.233133,0.168529,-2.694758,0.000000,0.220539,0.167609,-2.684674,0.819278,0.179805,0.178556,-2.830435,0.914668,0.317764,0.156491,-2.686372,0.916514,0.214423,0.171460,-2.577551,0.831589,0.220539,0.167609,-2.684674,0.179805,0.178556,-2.830435,0.317764,0.156491,-2.686372,0.214423,0.171460,-2.577551,,,,,,,,,,,,,,,,,,,,,
88,0.244444,0.005398,0.108656,0.027461,-0.993685,0.233134,0.168396,-2.694750,0.000000,0.220541,0.167471,-2.684666,0.819278,0.179803,0.178395,-2.830428,0.914668,0.317771,0.156396,-2.686363,0.916514,0.214422,0.171323,-2.577543,0.831589,0.220541,0.167471,-2.684666,0.179803,0.178395,-2.830428,0.317771,0.156396,-2.686363,0.214422,0.171323,-2.577543,,,,,,,,,,,,,,,,,,,,,
89,0.247222,0.005251,0.109596,0.025498,-0.993635,0.233115,0.168562,-2.694708,0.000000,0.220506,0.167589,-2.684647,0.906209,0.179998,0.178326,-2.830487,0.895945,0.317782,0.156897,-2.686161,0.918509,0.214173,0.171437,-2.577537,0.844504,0.220506,0.167589,-2.684647,0.179998,0.178326,-2.830487,0.317782,0.156897,-2.686161,0.214173,0.171437,-2.577537,,,,,,,,,,,,,,,,,,,,,
90,0.250000,0.004561,0.109124,0.025628,-0.993687,0.233207,0.168462,-2.694743,0.000000,0.220608,0.167475,-2.684673,0.843031,0.179967,0.178424,-2.830460,0.928542,0.317881,0.156775,-2.686290,0.874669,0.214372,0.171171,-2.577551,0.925442,0.220608,0.167475,-2.684673,0.179967,0.178424,-2.830460,0.317881,0.156775,-2.686290,0.214372,0.171171,-2.577551,,,,,,,,,,,,,,,,,,,,,
91,0.252778,0.004998,0.108764,0.027207,-0.993683,0.233237,0.168274,-2.694874,0.000000,0.220642,0.167334,-2.684794,0.843031,0.179932,0.178341,-2.830557,0.928542,0.317879,0.156318,-2.686476,0.874669,0.214496,0.171104,-2.577670,0.925442,0.220642,0.167334,-2.684794,0.179932,0.178341,-2.830557,0.317879,0.156318,-2.686476,0.214496,0.171104,-2.577670,,,,,,,,,,,,,,,,,,,,,
92,0.255556,0.005458,0.109022,0.026772,-0.993664,0.233313,0.168292,-2.694773,0.000000,0.220713,0.167353,-2.684698,0.894136,0.180065,0.178180,-2.830492,0.844480,0.317959,0.156410,-2.686322,0.912608,0.214512,0.171227,-2.577581,0.809970,0.220713,0.167353,-2.684698,0.180065,0.178180,-2.830492,0.317959,0.156410,-2.686322,0.214512,0.171227,-2.577581,,,,,,,,,,,,,,,,,,,,,
93,0.258333,0.006125,0.109434,0.027346,-0.993599,0.233212,0.168372,-2.694934,0.000000,0.220603,0.167461,-2.684868,0.894136,0.180087,0.178162,-2.830708,0.844480,0.317836,0.156391,-2.686400,0.912608,0.214321,0.171475,-2.577760,0.809970,0.220603,0.167461,-2.684868,0.180087,0.178162,-2.830708,0.317836,0.156391,-2.686400,0.214321,0.171475,-2.577760,,,,,,,,,,,,,,,,,,,,,
94,0.261111,0.005565,0.108555,0.027207,-0.993703,0.233249,0.168506,-2.694759,0.000000,0.220659,0.167579,-2.684672,0.974564,0.179884,0.178428,-2.830429,0.983898,0.317893,0.156549,-2.686386,0.993076,0.214562,0.171469,-2.577549,0.969912,0.220659,0.167579,-2.684672,0.179884,0.178428,-2.830429,0.317893,0.156549,-2.686386,0.214562,0.171469,-2.577549,,,,,,,,,,,,,,,,,,,,,
95,0.263889,0.004514,0.108892,0.025743,-0.993710,0.233298,0.168258,-2.694862,0.000000,0.220703,0.167273,-2.684786,0.928182,0.179998,0.178250,-2.830553,0.931082,0.317973,0.156552,-2.686450,0.972847,0.214518,0.170956,-2.577661,0.862076,0.220703,0.167273,-2.684786,0.179998,0.178250,-2.830553,0.317973,0.156552,-2.686450,0.214518,0.170956,-2.577661,,,,,,,,,,,,,,,,,,,,,
96,0.266667,0.004426,0.109004,0.025651,-0.993700,0.233312,0.168252,-2.694774,0.000000,0.220715,0.167264,-2.684701,0.928182,0.180040,0.178254,-2.830475,0.931082,0.317987,0.156562,-2.686344,0.972847,0.214505,0.170930,-2.577577,0.862076,0.220715,0.167264,-2.684701,0.180040,0.178254,-2.830475,0.317987,0.156562,-2.686344,0.214505,0.170930,-2.577577,,,,,,,,,,,,,,,,,,,,,
97,0.269444,0.005670,0.109287,0.027109,-0.993624,0.233151,0.168427,-2.694832,0.000000,0.220546,0.167500,-2.684763,0.817220,0.179983,0.178303,-2.830583,0.908170,0.317785,0.156486,-2.686332,0.909192,0.214292,0.171418,-2.577651,0.836035,0.220546,0.167500,-2.684763,0.179983,0.178303,-2.830583,0.317785,0.156486,-2.686332,0.214292,0.171418,-2.577651,,,,,,,,,,,,,,,,,,,,,
98,0.272222,0.006426,0.108905,0.028521,-0.993622,0.233236,0.168313,-2.694735,0.000000,0.220636,0.167435,-2.684655,0.817220,0.179991,0.178188,-2.830456,0.908170,0.317840,0.156131,-2.686287,0.909192,0.214477,0.171497,-2.577543,0.836035,0.220636,0.167435,-2.684655,0.179991,0.178188,-2.830456,0.317840,0.156131,-2.686287,0.214477,0.171497,-2.577543,,,,,,,,,,,,,,,,,,,,,
99,0.275000,0.005192,0.109202,0.026642,-0.993649,0.233080,0.168419,-2.694722,0.000000,0.220478,0.167471,-2.684653,0.801906,0.179881,0.178356,-2.830456,0.853724,0.317728,0.156559,-2.686245,0.950920,0.214235,0.171291,-2.577536,0.799905,0.220478,0.167471,-2.684653,0.179881,0.178356,-2.830456,0.317728,0.156559,-2.686245,0.214235,0.171291,-2.577536,,,,,,,,,,,,,,,,,,,,,
100,0.277778,0.005160,0.109262,0.026191,-0.993654,0.233212,0.168395,-2.694725,0.000000,0.220609,0.167436,-2.684656,0.929633,0.180019,0.178279,-2.830465,0.932100,0.317869,0.156612,-2.686237,0.974377,0.214351,0.171254,-2.577540,0.864038,0.220609,0.167436,-2.684656,0.180019,0.178279,-2.830465,0.317869,0.156612,-2.686237,0.214351,0.171254,-2.577540,,,,,,,,,,,,,,,,,,,,,
101,0.280556,0.004216,0.108342,0.027119,-0.993735,0.233265,0.168230,-2.694799,0.000000,0.220678,0.167270,-2.684710,0.929633,0.179846,0.178490,-2.830422,0.932100,0.317918,0.156290,-2.686488,0.974377,0.214618,0.170871,-2.577575,0.864038,0.220678,0.167270,-2.684710,0.179846,0.178490,-2.830422,0.317918,0.156290,-2.686488,0.214618,0.170871,-2.577575,,,,,,,,,,,,,,,,,,,,,
102,0.283333,0.004747,0.109149,0.025761,-0.993680,0.233319,0.168311,-2.694809,0.000000,0.220719,0.167332,-2.684738,0.908815,0.180088,0.178244,-2.830531,0.894391,0.317989,0.156602,-2.686348,0.908325,0.214480,0.171066,-2.577618,0.848500,0.220719,0.167332,-2.684738,0.180088,0.178244,-2.830531,0.317989,0.156602,-2.686348,0.214480,0.171066,-2.577618,,,,,,,,,,,,,,,,,,,,,
103,0.286111,0.005480,0.108609,0.027468,-0.993690,0.233150,0.168452,-2.694761,0.000000,0.220557,0.167529,-2.684675,0.819264,0.179805,0.178431,-2.830434,0.915293,0.317787,0.156450,-2.686380,0.915406,0.214450,0.171398,-2.577552,0.834297,0.220557,0.167529,-2.684675,0.179805,0.178431,-2.830434,0.317787,0.156450,-2.686380,0.214450,0.171398,-2.577552,,,,,,,,,,,,,,,,,,,,,
104,0.288889,0.005289,0.109369,0.026346,-0.993638,0.233165,0.168382,-2.694786,0.000000,0.220559,0.167429,-2.684720,0.819264,0.180004,0.178252,-2.830540,0.915293,0.317816,0.156573,-2.686278,0.915406,0.214280,0.171274,-2.577606,0.834297,0.220559,0.167429,-2.684720,0.180004,0.178252,-2.830540,0.317816,0.156573,-2.686278,0.214280,0.171274,-2.577606,,,,,,,,,,,,,,,,,,,,,
105,0.291667,0.003751,0.108910,0.025230,-0.993724,0.233556,0.167198,-2.695009,0.000000,0.220962,0.166185,-2.684935,0.931225,0.180253,0.177318,-2.830688,0.934948,0.318245,0.155581,-2.686607,0.962009,0.214766,0.169710,-2.577805,0.878255,0.220962,0.166185,-2.684935,0.180253,0.177318,-2.830688,0.318245,0.155581,-2.686607,0.214766,0.169710,-2.577805,0.227779,0.183447,-2.676955,,,,,,,,,,,,,,,,,,
